6094538|||||Arturo Malossi|||||(Italian, 1883 - 1967)|||||Paesaggio|||||Lot 75 - FidesArte, Venice (December 10, 2015)|||||Arte Moderna e Contemporanea (Sale 67)||||||||||Estimate:  1,000 - 1,500 EUR|||||Materials: oil on board Measurements: 8.66 in. (22.00 cm.) (height) by 11.81 in. (30.00 cm.) (width) Markings: signed l.r.
6094539|||||Ding Yanyong|||||(Chinese, 1902 - 1978)|||||Drama characters|||||Lot 550 - ChengXuan Auctions, Beijing (November 13, 2015)|||||Chinese Paintings & Calligraphy - Part II (Sale )|||||$ 14,490 USD 13,489 EUR 9,627 GBP|||||Original Currency of Sale: 92,000 CNY|||||Materials: ink and color on paper Measurements: 27.01 in. (68.60 cm.) (height) by 13.58 in. (34.50 cm.) (width) Markings: Signed Ding Yanyong, entitled, dated bingchen,1976, with a dedication and one seal of the artist Condition: Mounted
6094540|||||Zheng Wuchang|||||(Chinese, 1894 - 1952)|||||Appreciating waterfall|||||Lot 315 - ChengXuan Auctions, Beijing (November 13, 2015)|||||Chinese Paintings & Calligraphy - Part I (Sale )||||||||||Estimate: 150,000 - 200,000 CNY|||||Materials: ink and color on paper Measurements: 40.63 in. (103.20 cm.) (height) by 18.31 in. (46.50 cm.) (width) Description: Hanging scroll Markings: Signed Zheng Wuchang, dated wuzi,1948, entitled, with two seals of the artist and two seals of collector
6094541|||||Ding Yanyong|||||(Chinese, 1902 - 1978)|||||Various subjects|||||Lot 551 - ChengXuan Auctions, Beijing (November 13, 2015)|||||Chinese Paintings & Calligraphy - Part II (Sale )|||||$ 54,337 USD 50,583 EUR 36,104 GBP|||||Original Currency of Sale: 345,000 CNY|||||Materials: ink and color on paper Measurements: 27.17 in. (69.00 cm.) (height) by 13.58 in. (34.50 cm.) (width) Size Notes: each Description: four works in lot Markings: Signed Ding Yanyong on each piece, with a dedication and four seals of the artist Condition: Mounted
6094542|||||Fred Pittino|||||(Italian, 1906 - 1991)|||||Bacco|||||Lot 76 - FidesArte, Venice (December 10, 2015)|||||Arte Moderna e Contemporanea (Sale 67)||||||||||Estimate:  1,200 - 1,500 EUR|||||Materials: oil on canvas Measurements: 9.84 in. (25.00 cm.) (height) by 13.78 in. (35.00 cm.) (width) Markings: signed and dated l.r.
6094543|||||Jose P Costigliolo|||||(Uruguayan, 1902 - 1985)|||||Formas-estructura|||||Lot 20 - Castells, Montevideo (January 15, 2016)|||||Costigliolo & MarAa Freire - Punta del Este, Hotel Conrad (Sale )||||||||||Estimate: $ 3,000 - 5,000 USD|||||Materials: tempera on paper Measurements: 8.27 in. (21.00 cm.) (height) by 7.09 in. (18.00 cm.) (width) Markings: signed on u.l. and dated 52
6094544|||||Ding Yanyong|||||(Chinese, 1902 - 1978)|||||Various subjects|||||Lot 552 - ChengXuan Auctions, Beijing (November 13, 2015)|||||Chinese Paintings & Calligraphy - Part II (Sale )|||||$ 45,281 USD 42,153 EUR 30,087 GBP|||||Original Currency of Sale: 287,500 CNY|||||Materials: ink and color on paper Measurements: 13.58 in. (34.50 cm.) (height) by 13.58 in. (34.50 cm.) (width) Size Notes: each Description: Album of 12 leaves Markings: Signed Ding Yanyong on each piece, dated wushen,1968, with twelve seals of the artist
6094545|||||Ding Yanyong|||||(Chinese, 1902 - 1978)|||||Various subjects|||||Lot 553 - ChengXuan Auctions, Beijing (November 13, 2015)|||||Chinese Paintings & Calligraphy - Part II (Sale )|||||$ 68,827 USD 64,072 EUR 45,732 GBP|||||Original Currency of Sale: 437,000 CNY|||||Materials: ink and color on paper Measurements: 54.33 in. (138.00 cm.) (height) by 13.39 in. (34.00 cm.) (width) Size Notes: each Description: four works in lot Markings: Signed Ding Yanyong on each piece, dated bingwu,1966, with a dedication and four seals of the artist Condition: Mounted
6094546|||||Ding Yanyong|||||(Chinese, 1902 - 1978)|||||Various subjects|||||Lot 554 - ChengXuan Auctions, Beijing (November 13, 2015)|||||Chinese Paintings & Calligraphy - Part II (Sale )|||||$ 25,357 USD 23,605 EUR 16,848 GBP|||||Original Currency of Sale: 161,000 CNY|||||Materials: ink and color on paper Measurements: 13.58 in. (34.50 cm.) (height) by 54.53 in. (138.50 cm.) (width) Size Notes: each Description: two works in lot; Hand scroll Markings: Signed Ding Yanyong, dated bingwu,1966, with two seals of the artist
6094547|||||Ding Yanyong|||||(Chinese, 1902 - 1978)|||||Gourds and birds|||||Lot 555 - ChengXuan Auctions, Beijing (November 13, 2015)|||||Chinese Paintings & Calligraphy - Part II (Sale )|||||$ 28,980 USD 26,978 EUR 19,255 GBP|||||Original Currency of Sale: 184,000 CNY|||||Materials: ink and color on paper Measurements: 54.53 in. (138.50 cm.) (height) by 27.17 in. (69.00 cm.) (width) Markings: Signed Ding Yanyong, dated bingwu,1966, with a dedication and one seal of the artist Condition: Mounted
6094548|||||Ding Yanyong|||||(Chinese, 1902 - 1978)|||||The eight immortals|||||Lot 556 - ChengXuan Auctions, Beijing (November 13, 2015)|||||Chinese Paintings & Calligraphy - Part II (Sale )|||||$ 27,168 USD 25,291 EUR 18,051 GBP|||||Original Currency of Sale: 172,500 CNY|||||Materials: ink and color on paper Measurements: 26.85 in. (68.20 cm.) (height) by 17.91 in. (45.50 cm.) (width) Markings: Signed Ding Yanyong, with a dedication and one seal of the artist Condition: Mounted
6094549|||||Ding Yanyong|||||(Chinese, 1902 - 1978)|||||Drama characters|||||Lot 557 - ChengXuan Auctions, Beijing (November 13, 2015)|||||Chinese Paintings & Calligraphy - Part II (Sale )||||||||||Estimate: 40,000 - 50,000 CNY|||||Materials: ink and color on paper Measurements: 13.62 in. (34.60 cm.) (height) by 15.75 in. (40.00 cm.) (width) Markings: Signed Ding Yanyong, dated renzi,1972, with one seal of the artist Condition: Mounted
6094550|||||Liu Haishu|||||(Chinese, 1896 - 1994)|||||Trees in winter|||||Lot 316 - ChengXuan Auctions, Beijing (November 13, 2015)|||||Chinese Paintings & Calligraphy - Part I (Sale )||||||||||Estimate: 1,000,000 - 1,500,000 CNY|||||Materials: ink on paper Measurements: 53.54 in. (136.00 cm.) (height) by 34.45 in. (87.50 cm.) (width) Description: Hanging scroll Markings: with two seals of the artist
6094551|||||Ding Yanyong|||||(Chinese, 1902 - 1978)|||||Bathing woman|||||Lot 558 - ChengXuan Auctions, Beijing (November 13, 2015)|||||Chinese Paintings & Calligraphy - Part II (Sale )||||||||||Estimate: 20,000 - 30,000 CNY|||||Materials: ink and color on paper Measurements: 27.36 in. (69.50 cm.) (height) by 18.31 in. (46.50 cm.) (width) Description: Hanging scroll Markings: Signed Ding Yanyong, entitled, dated dingsi,1977, with two seals of the artist
6094552|||||Ding Yanyong|||||(Chinese, 1902 - 1978)|||||Man and horse|||||Lot 559 - ChengXuan Auctions, Beijing (November 13, 2015)|||||Chinese Paintings & Calligraphy - Part II (Sale )||||||||||Estimate: 40,000 - 50,000 CNY|||||Materials: ink and color on paper Measurements: 13.62 in. (34.60 cm.) (height) by 16.14 in. (41.00 cm.) (width) Markings: Signed Ding Yanyong, entitled, with one seal of the artist Condition: Mounted
6094553|||||Wu Qinmu|||||(Chinese, 1894 - 1953)|||||Recluse in the mountain|||||Lot 317 - ChengXuan Auctions, Beijing (November 13, 2015)|||||Chinese Paintings & Calligraphy - Part I (Sale )||||||||||Estimate: 30,000 - 40,000 CNY|||||Materials: ink and color on paper Measurements: 39.76 in. (101.00 cm.) (height) by 19.88 in. (50.50 cm.) (width) Description: Hanging scroll Markings: Signed Wu Qinmu, dated dinghai,1947, with two seals of the artist
6094554|||||Jose P Costigliolo|||||(Uruguayan, 1902 - 1985)|||||ComposicioIn en fondo violeta|||||Lot 21 - Castells, Montevideo (January 15, 2016)|||||Costigliolo & MarAa Freire - Punta del Este, Hotel Conrad (Sale )||||||||||Estimate: $ 3,000 - 5,000 USD|||||Materials: tempera on paper Measurements: 4.72 in. (12.00 cm.) (height) by 6.61 in. (16.80 cm.) (width) Markings: unsigned
6094555|||||Ding Yanyong|||||(Chinese, 1902 - 1978)|||||Buddha|||||Lot 560 - ChengXuan Auctions, Beijing (November 13, 2015)|||||Chinese Paintings & Calligraphy - Part II (Sale )||||||||||Estimate: 80,000 - 100,000 CNY|||||Materials: ink and color on paper Measurements: 32.68 in. (83.00 cm.) (height) by 19.88 in. (50.50 cm.) (width) Markings: Signed Ding Yanyong, dated wuwu,1978, with one seal of the artist and one seal of collector Condition: Mounted
6094556|||||Yuan Songnian|||||(Chinese, 1895 - 1966)|||||Wuxia Gorge|||||Lot 319 - ChengXuan Auctions, Beijing (November 13, 2015)|||||Chinese Paintings & Calligraphy - Part I (Sale )||||||||||Estimate: 40,000 - 50,000 CNY|||||Materials: ink and color on paper Measurements: 20.87 in. (53.00 cm.) (height) by 40.55 in. (103.00 cm.) (width) Markings: Signed Yuan Songnian, entitled, with two seals of the artist Condition: Mounted
6094557|||||Yuan Songnian|||||(Chinese, 1895 - 1966)|||||Sailing in the river|||||Lot 320 - ChengXuan Auctions, Beijing (November 13, 2015)|||||Chinese Paintings & Calligraphy - Part I (Sale )||||||||||Estimate: 40,000 - 50,000 CNY|||||Materials: ink and color on paper Measurements: 41.34 in. (105.00 cm.) (height) by 20.28 in. (51.50 cm.) (width) Markings: Signed Yuan Songnian, dated yiwei,1955, with one seal of the artist Condition: Mounted
6094558|||||Zheng Manqing|||||(Chinese, 1902 - 1975)|||||Pine trees|||||Lot 321 - ChengXuan Auctions, Beijing (November 13, 2015)|||||Chinese Paintings & Calligraphy - Part I (Sale )||||||||||Estimate: 12,000 - 18,000 CNY|||||Materials: ink and color on paper Measurements: 46.77 in. (118.80 cm.) (height) by 12.40 in. (31.50 cm.) (width) Description: Hanging scroll Markings: Signed Manqing, dated 1945, with two seals of the artist
6094559|||||Tong Zhifeng|||||(Chinese, 1892 - 1960)|||||Chatting in courtyard|||||Lot 322 - ChengXuan Auctions, Beijing (November 13, 2015)|||||Chinese Paintings & Calligraphy - Part I (Sale )||||||||||Estimate: 30,000 - 40,000 CNY|||||Materials: ink and color on silk Measurements: 68.50 in. (174.00 cm.) (height) by 32.28 in. (82.00 cm.) (width) Description: Hanging scroll Markings: Signed Zhifeng, with five seals of the artist
6094560|||||Renzo Codognotto|||||(Italian, 1938)|||||Composizione|||||Lot 77 - FidesArte, Venice (December 10, 2015)|||||Arte Moderna e Contemporanea (Sale 67)||||||||||Estimate:  2,000 - 2,500 EUR|||||Materials: oil on canvas Measurements: 27.56 in. (70.00 cm.) (height) by 23.62 in. (60.00 cm.) (width) Description: photographic authenticity by author Markings: signed l.r.
6094561|||||He Weipu|||||(Chinese, 1844 - 1925)|||||Scenery in Xunyang|||||Lot 323 - ChengXuan Auctions, Beijing (November 13, 2015)|||||Chinese Paintings & Calligraphy - Part I (Sale )||||||||||Estimate: 8,000 - 12,000 CNY|||||Materials: ink and color on paper Measurements: 7.09 in. (18.00 cm.) (height) by 47.44 in. (120.50 cm.) (width) Description: Hand scroll Markings: Signed He Weipu, entitled, dated yimao,1915, with one seal of the artist
6094562|||||Qian Huafo|||||(Chinese, 1884 - 1964)|||||Rohan|||||Lot 324 - ChengXuan Auctions, Beijing (November 13, 2015)|||||Chinese Paintings & Calligraphy - Part I (Sale )||||||||||Estimate: 60,000 - 80,000 CNY|||||Materials: ink and color on paper Measurements: 49.61 in. (126.00 cm.) (height) by 25.91 in. (65.80 cm.) (width) Description: Hanging scroll Markings: Signed Huafo, with one seal of the artist
6094563|||||Maria Freire|||||(Uruguayan, 1917 - 2015)|||||ComposicioIn dinaImica|||||Lot 22 - Castells, Montevideo (January 15, 2016)|||||Costigliolo & MarAa Freire - Punta del Este, Hotel Conrad (Sale )||||||||||Estimate: $ 6,000 - 9,000 USD|||||Materials: tempera on paper Measurements: 29.53 in. (75.00 cm.) (height) by 21.26 in. (54.00 cm.) (width) Markings: signed on l.l. and dated 56 Exhibited: Ateneo BarceloneIs, Barcelona, EspanIa, anIo 1958. -Galerie les Contemporains, Bruselas, BeIlgica, anIo 1959
6094564|||||Bernhard Luginbuhl|||||(Swiss, 1929 - 2011)|||||Gun for Sparrow|||||Lot 3552 - Schuler Auktionen, Zurich (December 07, 2015)|||||Auktion 139 (Sale 139)||||||||||Estimate: 700 - 1,000 CHF|||||Materials: copperplate engraving and photogravure on two sheets of paper Measurements: 23.27 in. (59.10 cm.) (height) by 66.73 in. (169.50 cm.) (width) Size Notes: overall sheet Edition: 39 of 50 Markings: signed in pencil l.r. Condition: framed; unframed Literature: Aebersold Nr. 93/VII/B, S. 114 m. Abb.
6094565|||||Fioravante Seibezzi|||||(Italian, 1906 - 1975)|||||Paesaggio lagunare|||||Lot 78 - FidesArte, Venice (December 10, 2015)|||||Arte Moderna e Contemporanea (Sale 67)||||||||||Estimate:  300 - 400 EUR|||||Materials: oil on canvas Measurements: 9.84 in. (25.00 cm.) (height) by 11.81 in. (30.00 cm.) (width) Markings: signed l.r.
6094566|||||Wu Hufan|||||(Chinese, 1894 - 1968)|||||Tao Yuanming|||||Lot 326 - ChengXuan Auctions, Beijing (November 13, 2015)|||||Chinese Paintings & Calligraphy - Part I (Sale )||||||||||Estimate: 100,000 - 150,000 CNY|||||Materials: ink and color on paper Measurements: 9.65 in. (24.50 cm.) (height) by 19.49 in. (49.50 cm.) (width) Markings: Signed Wu Hufan, dated jimao,1939, with a dedication and two seals of the artist Condition: Mounted
6094567|||||Maria Freire|||||(Uruguayan, 1917 - 2015)|||||Capricornio|||||Lot 23 - Castells, Montevideo (January 15, 2016)|||||Costigliolo & MarAa Freire - Punta del Este, Hotel Conrad (Sale )||||||||||Estimate: $ 5,000 - 8,000 USD|||||Materials: oil on board Measurements: 20.87 in. (53.00 cm.) (height) by 18.11 in. (46.00 cm.) (width) Markings: signed on l.l. and dated 67
6094568|||||Giorgio Valenzin|||||(Italian, 1901 - 1978)|||||Campo San Vio|||||Lot 79 - FidesArte, Venice (December 10, 2015)|||||Arte Moderna e Contemporanea (Sale 67)||||||||||Estimate:  800 - 1,000 EUR|||||Materials: oil on board Measurements: 15.35 in. (39.00 cm.) (height) by 19.69 in. (50.00 cm.) (width) Markings: signed and dated l.r.
6094569|||||Sun Qionghua|||||(Chinese, 20th C)|||||Flowers and birds|||||Lot 328 - ChengXuan Auctions, Beijing (November 13, 2015)|||||Chinese Paintings & Calligraphy - Part I (Sale )||||||||||Estimate: 80,000 - 100,000 CNY|||||Materials: ink and color on silk Measurements: 12.60 in. (32.00 cm.) (height) by 111.42 in. (283.00 cm.) (width) Description: Hand scroll Markings: Signed Sun Qionghua, dated jiazi,1924, annotation by Wu Hufan and Feng Chaoran, with four seals of the artist
6094570|||||Wu Hufan|||||(Chinese, 1894 - 1968)|||||Pine trees in mountain|||||Lot 329 - ChengXuan Auctions, Beijing (November 13, 2015)|||||Chinese Paintings & Calligraphy - Part I (Sale )||||||||||Estimate: 3,800,000 - 4,500,000 CNY|||||Materials: ink on paper Measurements: 37.40 in. (95.00 cm.) (height) by 19.69 in. (50.00 cm.) (width) Markings: Signed Wu Hufan, dated bingzi,1936, with three seals of the artist and two seals of the collector Condition: Mounted
6094571|||||Primo Potenza|||||(Italian, 1909 - 1983)|||||Cachi e melagrani composizione|||||Lot 80 - FidesArte, Venice (December 10, 2015)|||||Arte Moderna e Contemporanea (Sale 67)||||||||||Estimate:  600 - 800 EUR|||||Materials: oil on masonite Measurements: 29.53 in. (75.00 cm.) (height) by 21.65 in. (55.00 cm.) (width) Markings: signed l.r.; dated l.l.
6094572|||||Maria Freire|||||(Uruguayan, 1917 - 2015)|||||Variante nuImero 36|||||Lot 24 - Castells, Montevideo (January 15, 2016)|||||Costigliolo & MarAa Freire - Punta del Este, Hotel Conrad (Sale )||||||||||Estimate: $ 4,000 - 6,000 USD|||||Materials: acrylic on canvas Measurements: 19.69 in. (50.00 cm.) (height) by 15.75 in. (40.00 cm.) (width) Markings: signed on l.l. and dated 72
6094573|||||Huang Binhong|||||(Chinese, 1864 - 1955)|||||Boating in autumn river|||||Lot 330 - ChengXuan Auctions, Beijing (November 13, 2015)|||||Chinese Paintings & Calligraphy - Part I (Sale )||||||||||Estimate: 30,000 - 40,000 CNY|||||Materials: ink and color on paper Measurements: 50.59 in. (128.50 cm.) (height) by 18.11 in. (46.00 cm.) (width) Description: And other artists Markings: Signed Shoutie, dated wuchen,1928, annotation by Huang Binhong and Xie Gongzhan, with four seals of the artist Condition: Mounted
6094574|||||Paolo Zanucco|||||(Italian, 1964)|||||Piazzetta San Marco|||||Lot 81 - FidesArte, Venice (December 10, 2015)|||||Arte Moderna e Contemporanea (Sale 67)||||||||||Estimate:  500 - 700 EUR|||||Materials: oil on board Measurements: 11.81 in. (30.00 cm.) (height) by 15.75 in. (40.00 cm.) (width) Markings: signed l.r.
6094575|||||Jose P Costigliolo|||||(Uruguayan, 1902 - 1985)|||||AbstracciA3n|||||Lot 25 - Castells, Montevideo (January 15, 2016)|||||Costigliolo & MarAa Freire - Punta del Este, Hotel Conrad (Sale )||||||||||Estimate: $ 7,000 - 10,000 USD|||||Materials: oil on canvas Measurements: 38.78 in. (98.50 cm.) (height) by 31.10 in. (79.00 cm.) (width) Markings: signed on u.l. and dated 48
6094576|||||Huang Binhong|||||(Chinese, 1864 - 1955)|||||Scholar in mountain|||||Lot 331 - ChengXuan Auctions, Beijing (November 13, 2015)|||||Chinese Paintings & Calligraphy - Part I (Sale )||||||||||Estimate: 1,500,000 - 1,800,000 CNY|||||Materials: ink and color on paper Measurements: 26.38 in. (67.00 cm.) (height) by 13.39 in. (34.00 cm.) (width) Description: Hanging scroll Markings: Signed Binhong, dated dinghai,1947, with a dedication and two seals of the artist
6094577|||||Aldo Bergamini|||||(Italian, 1903 - 1980)|||||Paesaggi lagunari|||||Lot 82 - FidesArte, Venice (December 10, 2015)|||||Arte Moderna e Contemporanea (Sale 67)||||||||||Estimate:  600 - 800 EUR|||||Materials: oil on board Measurements: 10.24 in. (26.00 cm.) (height) by 14.17 in. (36.00 cm.) (width) Size Notes: each Description: two works in lot Markings: signed l.r.
6094578|||||Xiao JunXian|||||(Chinese, 1865 - 1949)|||||Pine trees in mountains|||||Lot 334 - ChengXuan Auctions, Beijing (November 13, 2015)|||||Chinese Paintings & Calligraphy - Part I (Sale )||||||||||Estimate: 30,000 - 40,000 CNY|||||Materials: ink and color on paper Measurements: 35.24 in. (89.50 cm.) (height) by 20.08 in. (51.00 cm.) (width) Description: Hanging scroll Markings: Signed Xiao Junxian, dated renwu,1942, with a dedication and three seals of the artist
6094579|||||Carlo Cherubini|||||(Italian, 1897 - 1978)|||||Fantini|||||Lot 83 - FidesArte, Venice (December 10, 2015)|||||Arte Moderna e Contemporanea (Sale 67)||||||||||Estimate:  1,000 - 1,200 EUR|||||Materials: oil on board Measurements: 6.30 in. (16.00 cm.) (height) by 9.84 in. (25.00 cm.) (width) Markings: signed l.l.
6094580|||||After   Huang Gongwang|||||(Chinese, 1269 - 1354)|||||Landscape|||||Lot 335 - ChengXuan Auctions, Beijing (November 13, 2015)|||||Chinese Paintings & Calligraphy - Part I (Sale )||||||||||Estimate: 20,000 - 30,000 CNY|||||Materials: ink and color on paper Measurements: 36.02 in. (91.50 cm.) (height) by 17.13 in. (43.50 cm.) (width) Markings: Signed Xiao Junxian, entitled, dated jiashen,1944, with two seals of the artist Condition: Mounted
6094581|||||Jose P Costigliolo|||||(Uruguayan, 1902 - 1985)|||||AbstracciA3n|||||Lot 26 - Castells, Montevideo (January 15, 2016)|||||Costigliolo & MarAa Freire - Punta del Este, Hotel Conrad (Sale )||||||||||Estimate: $ 7,000 - 10,000 USD|||||Materials: oil on canvas Measurements: 36.22 in. (92.00 cm.) (height) by 28.74 in. (73.00 cm.) (width) Markings: signed on u.l. and dated 48
6094582|||||Jose P Costigliolo|||||(Uruguayan, 1902 - 1985)|||||AbstracciA3n|||||Lot 27 - Castells, Montevideo (January 15, 2016)|||||Costigliolo & MarAa Freire - Punta del Este, Hotel Conrad (Sale )||||||||||Estimate: $ 6,000 - 8,000 USD|||||Materials: oil on canvas Measurements: 43.31 in. (110.00 cm.) (height) by 31.50 in. (80.00 cm.) (width) Markings: signed verso and dated 67
6094583|||||Walter Mafli|||||(Swiss, 1915)|||||Lac de CrA t en AtA|||||Lot 3553 - Schuler Auktionen, Zurich (December 07, 2015)|||||Auktion 139 (Sale 139)||||||||||Estimate: 300 - 500 CHF|||||Materials: mixed media on paper Measurements: 3.74 in. (9.50 cm.) (height) by 5.31 in. (13.50 cm.) (width) Size Notes: sheet size Markings: signed in ink on l.r. and signed and dated on backing board; inscribed 'Orig.' on the backing board l.l. Condition: framed; sheet mounted on the rear wall
6094584|||||Jose P Costigliolo|||||(Uruguayan, 1902 - 1985)|||||AbstracciA3n|||||Lot 28 - Castells, Montevideo (January 15, 2016)|||||Costigliolo & MarAa Freire - Punta del Este, Hotel Conrad (Sale )||||||||||Estimate: $ 4,000 - 6,000 USD|||||Materials: oil on canvas Measurements: 21.26 in. (54.00 cm.) (height) by 28.74 in. (73.00 cm.) (width) Markings: signed on u.l. and dated 46 Exhibited: Alianza Francesa, GaleriIa de Arte, Homenaje a Costigliolo, Montevideo, anIo 1983
6094585|||||Walter Mafli|||||(Swiss, 1915)|||||Composition grand ciel|||||Lot 3554 - Schuler Auktionen, Zurich (December 07, 2015)|||||Auktion 139 (Sale 139)||||||||||Estimate: 300 - 500 CHF|||||Materials: mixed media on paper Measurements: 3.74 in. (9.50 cm.) (height) by 5.24 in. (13.30 cm.) (width) Size Notes: sheet size Markings: signed in ink l.r. and signed and dated on backing board; inscribed 'Orig.' on the backing board l.l. Condition: framed; sheet mounted on the rear wall
6094586|||||Marco Novati|||||(Italian, 1895 - 1975)|||||Testa di pescatore|||||Lot 84 - FidesArte, Venice (December 10, 2015)|||||Arte Moderna e Contemporanea (Sale 67)||||||||||Estimate:  800 - 1,200 EUR|||||Materials: monotype on paper Measurements: 15.75 in. (40.00 cm.) (height) by 11.81 in. (30.00 cm.) (width) Markings: signed and titled l.r.; stamp verso
6094587|||||Albert Sebastian Oesch|||||(Swiss, 1893 - 1920)|||||Artisten|||||Lot 3555 - Schuler Auktionen, Zurich (December 07, 2015)|||||Auktion 139 (Sale 139)||||||||||Estimate: 2,000 - 3,000 CHF|||||Materials: pastel and charcoal on paper Measurements: 11.30 in. (28.70 cm.) (height) by 14.65 in. (37.20 cm.) (width) Size Notes: sheet size Markings: signed in pencil l.l.; inscribed 'Paris' and dated l.r. Condition: framed; slightly wavy sheet; with paper rubbing verso; mounted on mat verso
6094588|||||Renato Borsato|||||(Italian, 1927)|||||Ustica|||||Lot 85 - FidesArte, Venice (December 10, 2015)|||||Arte Moderna e Contemporanea (Sale 67)||||||||||Estimate:  1,000 - 1,500 EUR|||||Materials: oil on canvas Measurements: 19.69 in. (50.00 cm.) (height) by 27.56 in. (70.00 cm.) (width) Description: photographic authenticity by author Markings: signed l.r.; signed and titled verso
6094589|||||Carlo Cherubini|||||(Italian, 1897 - 1978)|||||Spiaggia (1); Modella (2)|||||Lot 86 - FidesArte, Venice (December 10, 2015)|||||Arte Moderna e Contemporanea (Sale 67)||||||||||Estimate:  1,000 - 1,500 EUR|||||Materials: oil on board Measurements: 4.72 in. (12.00 cm.) (height) by 6.30 in. (16.00 cm.) (width) Size Notes: each Description: two works in lot Markings: each signed l.r.
6094590|||||Charles Clos Olsommer|||||(Swiss, 1883 - 1966)|||||Sion La Tour des Sorciers|||||Lot 3556 - Schuler Auktionen, Zurich (December 07, 2015)|||||Auktion 139 (Sale 139)||||||||||Estimate: 800 - 1,200 CHF|||||Materials: watercolor and paper Measurements: 11.69 in. (29.70 cm.) (height) by 8.66 in. (22.00 cm.) (width) Size Notes: sheet size Markings: signed in ink l.l.; titled l.r. Condition: framed; slightly tanned and slightly wavy sheet; slight marginal defects; remains of glue on the edges verso; mounted on backing board on upper margin verso
6094591|||||Maria Freire|||||(Uruguayan, 1917 - 2015)|||||Pintura Concerta|||||Lot 29 - Castells, Montevideo (January 15, 2016)|||||Costigliolo & MarAa Freire - Punta del Este, Hotel Conrad (Sale )|||||||||||||||Materials: acrylic on metal sheet Measurements: 51.18 in. (130.00 cm.) (height) by 36.22 in. (92.00 cm.) (width) Description: estimate on request Markings: signed on l.l. and dated 1956 Exhibited: CaItedra Alicia Goyena, Montevideo, anIo 1987.
 -Retrospectiva 1950-1990, GaleriIa Bruzzone, Montevideo, Uruguay, en el anIo 1990. -Museo de Arte ContemporaIneo de El PaiIs, Retrospectiva, Montevideo, Uruguay, anIo 1998. -IV Bienal del Mercosur, Porto Alegre, Rio Grande do Sul, Brasil, setiembre, anIo 2003.
 Consultar por estimativo
6094592|||||Rodolfo Paoletti|||||(Italian, 1866 - 1940)|||||Scena Veneziana|||||Lot 87 - FidesArte, Venice (December 10, 2015)|||||Arte Moderna e Contemporanea (Sale 67)||||||||||Estimate:  800 - 1,200 EUR|||||Materials: oil on board Measurements: 19.69 in. (50.00 cm.) (height) by 15.75 in. (40.00 cm.) (width) Markings: signed l.r.
6094593|||||Cosimo Privato|||||(Italian, 1899 - 1971)|||||Ciaccole|||||Lot 88 - FidesArte, Venice (December 10, 2015)|||||Arte Moderna e Contemporanea (Sale 67)||||||||||Estimate:  1,000 - 1,500 EUR|||||Materials: oil on canvas Measurements: 15.75 in. (40.00 cm.) (height) by 19.69 in. (50.00 cm.) (width) Description: 1940s Markings: signed l.r.; label verso Exhibited: Mostra Personale Galleria d'Arte Bordin Padova 1948
6094594|||||Huang Zhou|||||(Chinese, 1925 - 1997)|||||Feeding chickens|||||Lot 562 - ChengXuan Auctions, Beijing (November 13, 2015)|||||Chinese Paintings & Calligraphy - Part II (Sale )||||||||||Estimate: 1,000,000 - 1,500,000 CNY|||||Materials: ink and color on paper Measurements: 37.60 in. (95.50 cm.) (height) by 23.23 in. (59.00 cm.) (width) Markings: signed Huang Zhou, dated 1973, with one seal of the artist Condition: Mounted
6094595|||||Jin Cheng|||||(Chinese, 1878 - 1926)|||||Landscape|||||Lot 336 - ChengXuan Auctions, Beijing (November 13, 2015)|||||Chinese Paintings & Calligraphy - Part I (Sale )||||||||||Estimate: 300,000 - 400,000 CNY|||||Materials: ink and color on paper Measurements: 102.95 in. (261.50 cm.) (height) by 15.75 in. (40.00 cm.) (width) Description: After Shixi, Hanging scroll Markings: Signed Jin Cheng, dated bingchen,1916, with four seals of the artist and one seal of collector
6094596|||||Charles Clos Olsommer|||||(Swiss, 1883 - 1966)|||||Lesende Frau|||||Lot 3557 - Schuler Auktionen, Zurich (December 07, 2015)|||||Auktion 139 (Sale 139)||||||||||Estimate: 900 - 1,200 CHF|||||Materials: watercolor and ink on paper Measurements: 8.98 in. (22.80 cm.) (height) by 7.48 in. (19.00 cm.) (width) Size Notes: sheet size Markings: signed l.r. Condition: framed; slightly tanned sheet; minimally damaged margins and edges; three tiny pinholes on the margin on u.c.
6094597|||||Huang Zhou|||||(Chinese, 1925 - 1997)|||||Feeding chicken|||||Lot 563 - ChengXuan Auctions, Beijing (November 13, 2015)|||||Chinese Paintings & Calligraphy - Part II (Sale )||||||||||Estimate: 600,000 - 700,000 CNY|||||Materials: ink on paper Measurements: 27.36 in. (69.50 cm.) (height) by 16.93 in. (43.00 cm.) (width) Markings: Signed Huang Zhou, with a dedication and one seal of the artist Condition: Mounted
