5500010|||||Arthur Evoy|||||(Canadian, 1924 - 2003)|||||Winter Woods|||||Lot 425  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||$ 416 USD 335 EUR 265 GBP|||||Original Currency of Sale: 468 CAD Premium Estimate: 500 - 700 CAD|||||Materials: oil on canvas Measurements: 18.25 in. (46.36 cm.) (height) by 24.00 in. (60.96 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: signed lower left; titled verso Condition: framed
5500011|||||Bonnie Patrica Folkins|||||(Canadian, 20th C)|||||Untitled - New Zealand, South Island|||||Lot 426  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||$ 312 USD 251 EUR 199 GBP|||||Original Currency of Sale: 351 CAD Premium Estimate: 500 - 600 CAD|||||Materials: watercolor on paper Measurements: 17.75 in. (45.08 cm.) (height) by 24.75 in. (62.86 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: signed and dated lower left Condition: framed Provenance: from a Montreal estate
5500012|||||Dean Francis|||||(Canadian, 1956)|||||Winter's Warmth|||||Lot 427  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||Bought In|||||Estimate: 700 - 900 CAD|||||Materials: acrylic on canvas Measurements: 20.00 in. (50.80 cm.) (height) by 30.00 in. (76.20 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: signed and dated lower right; titled verso Condition: framed Provenance: from a southern Alberta estate
5500013|||||Jennifer Garant|||||(Canadian, 1959)|||||Martini Girls|||||Lot 428  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||$ 782 USD 631 EUR 499 GBP|||||Original Currency of Sale: 878 CAD Premium Estimate: 1,000 - 1,500 CAD|||||Materials: watercolor on paper Measurements: 21.25 in. (53.98 cm.) (height) by 29.50 in. (74.93 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: signed lower right; titled on backing Condition: archival mat; framed Provenance: private collection, Calgary
5500014|||||Alex John Garner|||||(Canadian, 1897 - 1995)|||||Untitled - Glaciers|||||Lot 429  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||$ 312 USD 251 EUR 199 GBP|||||Original Currency of Sale: 351 CAD Premium Estimate: 500 - 700 CAD|||||Materials: oil on wood board Measurements: 22.00 in. (55.88 cm.) (height) by 29.75 in. (75.56 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: signed lower right Condition: framed Provenance: private collection, Calgary
5500015|||||Daniel Gautier|||||(Canadian, 1957)|||||Ocean Breeze|||||Lot 430  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||Bought In|||||Estimate: 700 - 900 CAD|||||Materials: acrylic on canvas Measurements: 39.75 in. (100.96 cm.) (height) by 30.00 in. (76.20 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: signed lower right; signed, titled and dated verso Condition: framed Provenance: private collection, Alberta
5500016|||||Sara Genn|||||(Canadian, 1972)|||||Meditation|||||Lot 431  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||$ 442 USD 356 EUR 282 GBP|||||Original Currency of Sale: 497 CAD Premium Estimate: 600 - 800 CAD|||||Materials: acrylic on canvas Measurements: 12.00 in. (30.48 cm.) (height) by 16.00 in. (40.64 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: signed lower right; signed and titled verso Condition: framed Provenance: The Sheck Gallery of Fine Art, Calgary, label verso, private collection, Calgary
5500017|||||Ted Godwin|||||(Canadian, 1933 - 2013)|||||Lower Bow|||||Lot 432  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||$ 312 USD 251 EUR 199 GBP|||||Original Currency of Sale: 351 CAD Premium Estimate: 400 - 600 CAD|||||Materials: handcoloured etching on paper Measurements: 7.50 in. (19.05 cm.) (height) by 10.75 in. (27.30 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Edition: 14 of 85 Markings: signed, titled and numbered along bottom Condition: archival mat; framed Provenance: private collection, Calgary
5500018|||||Francine Gravel|||||(Canadian, 1944)|||||The Call of Spring|||||Lot 434  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||Bought In|||||Estimate: 400 - 500 CAD|||||Materials: oil on canvas Measurements: 20.00 in. (50.80 cm.) (height) by 6.00 in. (15.24 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: signed lower centre; signed, titled and dated verso Condition: framed
5500019|||||Joe Halko|||||(American, 1940)|||||Untitled - Bighorn|||||Lot 435  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||$ 442 USD 356 EUR 282 GBP|||||Original Currency of Sale: 497 CAD Premium Estimate: 700 - 900 CAD|||||Materials: bronze Measurements: 9.50 in. (24.13 cm.) (height) by 7.00 in. (17.78 cm.) (width) by 3.50 in. (8.89 cm.) (depth) Edition: 9 of 12 Markings: signed, dated and numbered on base Condition: on wooden plinth [1 inch high] Provenance: private collection, Calgary
5500020|||||Joe Halko|||||(American, 1940)|||||Untitled - Antelope|||||Lot 436  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||Bought In|||||Estimate: 700 - 900 CAD|||||Materials: bronze Measurements: 7.00 in. (17.78 cm.) (height) by 11.00 in. (27.94 cm.) (width) by 6.00 in. (15.24 cm.) (depth) Size Notes: plinth: 1 in Edition: 6 of 12 Description: on wooden plinth Markings: signed and dated on base Provenance: private collection, Calgary
5500021|||||Ted Harrison|||||(Canadian, 1926 - 2015)|||||Carcross Winter|||||Lot 438  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||$ 782 USD 631 EUR 499 GBP|||||Original Currency of Sale: 878 CAD Premium Estimate: 600 - 700 CAD|||||Materials: color silkscreen on paper Measurements: 16.50 in. (41.91 cm.) (height) by 24.25 in. (61.60 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Edition: 100 of 165 Markings: signed, titled, dated and numbered along bottom; certificate of authenticity verso Condition: framed Provenance: private collection, Alberta
5500022|||||Ted Harrison|||||(Canadian, 1926 - 2015)|||||Athabasca Trans-Canada Trail Relay 2000|||||Lot 439  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||$ 625 USD 504 EUR 399 GBP|||||Original Currency of Sale: 702 CAD Premium Estimate: 500 - 700 CAD|||||Materials: color silkscreen on paper Measurements: 14.00 in. (35.56 cm.) (height) by 17.75 in. (45.08 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Edition: 45 of 150 Markings: signed, titled, dated and numbered along bottom Condition: framed Provenance: private collection, Calgary
5500023|||||Harry Heine|||||(Canadian, 1928 - 2004)|||||Untitled - Russian Harbour|||||Lot 440  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||Bought In|||||Estimate: 700 - 900 CAD|||||Materials: watercolor on paper Measurements: 13.25 in. (33.66 cm.) (height) by 20.00 in. (50.80 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: signed lower right Condition: framed Provenance: private collection, Calgary
5500024|||||Edwin Headley Holgate|||||(Canadian, 1892 - 1977)|||||Untitled - Snow Clouds|||||Lot 441  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||$ 365 USD 294 EUR 233 GBP|||||Original Currency of Sale: 410 CAD Premium Estimate: 800 - 1,000 CAD|||||Materials: color silkscreen on paper Measurements: 15.50 in. (39.37 cm.) (height) by 20.50 in. (52.07 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Edition: 36 of 100 Markings: signed and numbered along bottom Condition: archival mat; framed Provenance: private collection, Calgary
5500025|||||Kiff Holland|||||(Canadian, 1942)|||||Purple Pansies|||||Lot 442  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||$ 208 USD 167 EUR 132 GBP|||||Original Currency of Sale: 234 CAD Premium Estimate: 500 - 700 CAD|||||Materials: watercolor on paper Measurements: 13.25 in. (33.66 cm.) (height) by 19.25 in. (48.89 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: signed lower right; bears title on gallery label verso Condition: archival mat; framed Provenance: Gallerie Woltjen, Edmonton, label verso; private collection, Edmonton
5500026|||||George Horvath|||||(Canadian, 1933)|||||Lazing Cows|||||Lot 443  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||$ 886 USD 715 EUR 565 GBP|||||Original Currency of Sale: 995 CAD Premium Estimate: 900 - 1,200 CAD|||||Materials: acrylic on canvas Measurements: 18.00 in. (45.72 cm.) (height) by 24.00 in. (60.96 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: signed and dated lower right; signed and titled verso Condition: framed
5500027|||||George Horvath|||||(Canadian, 1933)|||||Beautiful Kananaskis|||||Lot 444  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||$ 625 USD 504 EUR 399 GBP|||||Original Currency of Sale: 702 CAD Premium Estimate: 600 - 800 CAD|||||Materials: oil on canvas Measurements: 12.00 in. (30.48 cm.) (height) by 16.00 in. (40.64 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: signed and dated lower right; signed, titled and dated verso Condition: framed Provenance: private collection, Calgary
5500028|||||Robert Newton Hurley|||||(Canadian, 1894 - 1980)|||||Untitled - Elevators at Sunrise|||||Lot 445  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||$ 1,042 USD 841 EUR 665 GBP|||||Original Currency of Sale: 1,170 CAD Premium Estimate: 800 - 1,000 CAD|||||Materials: watercolor on paper Measurements: 9.75 in. (24.76 cm.) (height) by 13.25 in. (33.66 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: signed and dated lower left Condition: archival mat; framed Provenance: from a Saskatoon estate and by descent; private collection, Calgary
5500029|||||Robert Newton Hurley|||||(Canadian, 1894 - 1980)|||||Untitled - Prairie Slough and Sky|||||Lot 446  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||Bought In|||||Estimate: 800 - 1,000 CAD|||||Materials: watercolor on paper Measurements: 10.25 in. (26.04 cm.) (height) by 14.75 in. (37.46 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: signed and dated lower centre Condition: archival mat; framed Provenance: private collection, Calgary
5500030|||||Robert Newton Hurley|||||(Canadian, 1894 - 1980)|||||Untitled - Prairie Lake|||||Lot 447  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||Bought In|||||Estimate: 800 - 1,000 CAD|||||Materials: watercolor on paper Measurements: 9.25 in. (23.49 cm.) (height) by 13.25 in. (33.66 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: signed and dated lower right Condition: framed Provenance: from a southern Alberta estate
5500031|||||Vladan Ignatovic|||||(Serbian, 1955)|||||Opened Window|||||Lot 448  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||Bought In|||||Estimate: 900 - 1,200 CAD|||||Materials: acrylic on canvas Measurements: 24.00 in. (60.96 cm.) (height) by 18.00 in. (45.72 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: signed lower left; titled verso Condition: framed
5500032|||||John T Jones|||||(American, 1940)|||||Just Waiting|||||Lot 450  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||$ 156 USD 125 EUR 99 GBP|||||Original Currency of Sale: 176 CAD Premium Estimate: 500 - 600 CAD|||||Materials: oil on canvas Measurements: 16.00 in. (40.64 cm.) (height) by 20.00 in. (50.80 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: signed and dated lower right; titled verso Condition: framed
5500033|||||Maryon Kantaroff|||||(Canadian, 1933)|||||Western Capital Trust [The Altar]|||||Lot 451  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||$ 521 USD 420 EUR 332 GBP|||||Original Currency of Sale: 585 CAD Premium Estimate: 400 - 600 CAD|||||Materials: bronze Measurements: 5.25 in. (13.33 cm.) (height) by 4.00 in. (10.16 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: bears artist's name on label underneath; titled on plinth [1.25 inches high]; Art Foundry Toronto stamp underneath; some handling marks noted Provenance: private collection, Calgary
5500034|||||Tag Kim|||||(Canadian, fl.1978)|||||Weaving Basket|||||Lot 453  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||Bought In|||||Estimate: 500 - 700 CAD|||||Materials: oil on wood board Measurements: 20.00 in. (50.80 cm.) (height) by 16.00 in. (40.64 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: signed lower right; signed and titled on label verso Condition: framed Provenance: private collection, British Columbia
5500035|||||Donna King|||||(Canadian, 1955)|||||Hitchin' A Ride|||||Lot 454  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||$ 729 USD 588 EUR 465 GBP|||||Original Currency of Sale: 819 CAD Premium Estimate: 700 - 900 CAD|||||Materials: oil on wood board Measurements: 9.50 in. (24.13 cm.) (height) by 19.25 in. (48.89 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: signed and dated lower right; signed and titled verso Condition: framed
5500036|||||Donna King|||||(Canadian, 1955)|||||Cool Water|||||Lot 455  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||$ 573 USD 462 EUR 365 GBP|||||Original Currency of Sale: 644 CAD Premium Estimate: 600 - 800 CAD|||||Materials: oil on wood board Measurements: 7.25 in. (18.42 cm.) (height) by 17.50 in. (44.45 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: signed and dated lower right; signed and titled verso Condition: framed
5500037|||||H E Kuckein|||||(Canadian, 1930)|||||Untitled - Abstract Landscape|||||Lot 456  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||$ 886 USD 715 EUR 565 GBP|||||Original Currency of Sale: 995 CAD Premium Estimate: 800 - 1,000 CAD|||||Materials: mixed media on canvas Measurements: 24.00 in. (60.96 cm.) (height) by 23.75 in. (60.32 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: artist's stamp lower right Condition: framed Provenance: private collection, Calgary
5500038|||||Brian Lasaga|||||(Canadian, 1955)|||||Untitled - Winds at Abrahams Cove|||||Lot 457  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||$ 625 USD 504 EUR 399 GBP|||||Original Currency of Sale: 702 CAD Premium Estimate: 700 - 900 CAD|||||Materials: oil on board Measurements: 7.25 in. (18.42 cm.) (height) by 14.25 in. (36.20 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: signed and dated lower right Condition: framed Provenance: The Ewing Gallery, Newfoundland, label verso
5500039|||||Alfred Crocker Leighton|||||(British, Canadian, 1901 - 1965)|||||Foothills of Alberta|||||Lot 458  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||Bought In|||||Estimate: 900 - 1,200 CAD|||||Materials: watercolor on paper Measurements: 7.25 in. (18.42 cm.) (height) by 9.50 in. (24.13 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: signed lower left; bears title on gallery label verso Condition: archival mat; framed; two minor scratches noted Provenance: Hambleton Galleries, Kelowna, label verso; private collection, British Columbia
5500040|||||Malcolm James MacKenzie|||||(Canadian, 1932 - 2002)|||||Untitled - Mountain Goat|||||Lot 459  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||Bought In|||||Estimate: 400 - 500 CAD|||||Materials: bronze Measurements: 11.00 in. (27.94 cm.) (height) by 6.50 in. (16.51 cm.) (width) by 2.00 in. (5.08 cm.) (depth) Size Notes: plinth: 1 in Edition: 12 of 15 Description: on wooden plinth; previous owner added rock base Markings: signed, dated and numbered on base Provenance: private collection, Calgary
5500041|||||Malcolm James MacKenzie|||||(Canadian, 1932 - 2002)|||||Untitled - Mule Deer and a Full Moon|||||Lot 460  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||Bought In|||||Estimate: 400 - 500 CAD|||||Materials: acrylic on canvas board Measurements: 12.00 in. (30.48 cm.) (height) by 16.00 in. (40.64 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: signed and dated lower right Condition: framed Provenance: private collection, Calgary
5500042|||||Gina Cohoe Mcdougall|||||(American, 20th C)|||||Ring of Steel|||||Lot 461  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||$ 833 USD 672 EUR 531 GBP|||||Original Currency of Sale: 936 CAD Premium Estimate: 900 - 1,200 CAD|||||Materials: bronze Measurements: 8.25 in. (20.96 cm.) (height) by 16.00 in. (40.64 cm.) (width) by 7.00 in. (17.78 cm.) (depth) Size Notes: plinth: 1.5 in Edition: 11 of 20 Description: on wood plinth Markings: signed, titled, dated and numbered along bottom Provenance: private collection, Calgary
5500043|||||Robert Mcinnis|||||(Canadian, 1942)|||||Parliament, Ottawa|||||Lot 462  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||$ 573 USD 462 EUR 365 GBP|||||Original Currency of Sale: 644 CAD Premium Estimate: 900 - 1,200 CAD|||||Materials: acrylic on canvas Measurements: 16.00 in. (40.64 cm.) (height) by 20.00 in. (50.80 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: signed and dated upper right; signed, titled and inscribed '2-10-7-83' verso Condition: framed Provenance: private collection, Calgary
5500044|||||Janet Mitchell|||||(Canadian, 1912 - 1998)|||||Child at Drinking Fountain on Train|||||Lot 463  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||$ 365 USD 294 EUR 233 GBP|||||Original Currency of Sale: 410 CAD Premium Estimate: 600 - 700 CAD|||||Materials: watercolor on paper Measurements: 11.25 in. (28.58 cm.) (height) by 8.25 in. (20.96 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: signed lower right; titled and dated lower left; bears sketch verso Condition: archival mat; special glass; framed Provenance: Masters Gallery, Calgary, label verso; private collection, Calgary
5500045|||||Janet Mitchell|||||(Canadian, 1912 - 1998)|||||Untitled - First Day of School|||||Lot 464  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||$ 937 USD 756 EUR 598 GBP|||||Original Currency of Sale: 1,053 CAD Premium Estimate: 700 - 900 CAD|||||Materials: watercolor on paper Measurements: 13.50 in. (34.29 cm.) (height) by 21.25 in. (53.98 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: signed and dated lower right Condition: archival mat; framed
5500046|||||Janet Mitchell|||||(Canadian, 1912 - 1998)|||||Untitled - View of the Harbour|||||Lot 465  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||Bought In|||||Estimate: 700 - 900 CAD|||||Materials: watercolor on paper Measurements: 7.50 in. (19.05 cm.) (height) by 9.50 in. (24.13 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: signed lower right Condition: archival mat; framed Provenance: private collection, Alberta
5500047|||||Janet Mitchell|||||(Canadian, 1912 - 1998)|||||Ball Game on 42nd Street|||||Lot 466  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||$ 416 USD 335 EUR 265 GBP|||||Original Currency of Sale: 468 CAD Premium Estimate: 700 - 900 CAD|||||Materials: watercolor on paper Measurements: 9.25 in. (23.49 cm.) (height) by 13.50 in. (34.29 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: signed and dated lower right; titled on gallery label verso Condition: small crease noted lower right; archival mat; framed Provenance: Gainsborough Galleries, Calgary, label verso; private collection, Alberta
5500048|||||Louis Muhlstock|||||(Canadian, 1904 - 2001)|||||Untitled - Reclining Nude|||||Lot 467  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||$ 729 USD 588 EUR 465 GBP|||||Original Currency of Sale: 819 CAD Premium Estimate: 800 - 1,000 CAD|||||Materials: pastel on paper Measurements: 19.00 in. (48.26 cm.) (height) by 25.00 in. (63.50 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: signed and dated lower right Condition: framed Provenance: from an Ottawa estate
5500049|||||Francine Noreau|||||(Canadian, 1941)|||||Autumn in the Lane|||||Lot 468  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||$ 833 USD 672 EUR 531 GBP|||||Original Currency of Sale: 936 CAD Premium Estimate: 400 - 600 CAD|||||Materials: oil on canvas Measurements: 16.00 in. (40.64 cm.) (height) by 20.00 in. (50.80 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: signed lower right; signed and titled verso Condition: framed Provenance: Masters Gallery, Calgary, label verso; private collection, Calgary
5500050|||||Mike Patterson|||||(Canadian, 20th C)|||||Creek Scene - Winter|||||Lot 469  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||$ 260 USD 209 EUR 166 GBP|||||Original Currency of Sale: 293 CAD Premium Estimate: 400 - 500 CAD|||||Materials: oil on canvas board Measurements: 12.00 in. (30.48 cm.) (height) by 16.00 in. (40.64 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: signed lower right; signed and titled verso Condition: framed
5500051|||||Neil Pemrod|||||(Canadian, 20th C)|||||Little Lady|||||Lot 470  - Levis Fine Art Auctions, Calgary (November 23, 2014)|||||Fine Art Auction (Sale )|||||Bought In|||||Estimate: 400 - 500 CAD|||||Materials: oil on canvas board Measurements: 16.00 in. (40.64 cm.) (height) by 12.00 in. (30.48 cm.) (width) by 1.00 in. (2.54 cm.) (depth) Markings: signed and titled verso Condition: framed
